ano_campeonato,rodada,time_mandante,time_visitante,gols_mandante,gols_visitante
2006,1,Atlético-PR,Fluminense,1.0,2.0
2006,1,Botafogo,Fortaleza,1.0,0.0
2006,1,Goiás,Santos,0.0,0.0
2006,1,Grêmio,Corinthians,2.0,0.0
2006,1,Juventude,Paraná,1.0,0.0
2006,1,Palmeiras,Ponte Preta,2.0,3.0
2006,1,Santa Cruz,Figueirense FC,0.0,0.0
2006,1,São Caetano,Cruzeiro,2.0,1.0
2006,1,São Paulo,Flamengo,1.0,0.0
2006,1,Vasco da Gama,Internacional,1.0,1.0
2006,2,Corinthians,São Caetano,3.0,0.0
2006,2,Cruzeiro,Grêmio,3.0,1.0
2006,2,Figueirense FC,Palmeiras,6.0,1.0
2006,2,Flamengo,Juventude,3.0,1.0
2006,2,Fluminense,Goiás,1.0,0.0
2006,2,Fortaleza,São Paulo,1.0,0.0
2006,2,Internacional,Santa Cruz,1.0,0.0
2006,2,Paraná,Botafogo,0.0,0.0
2006,2,Ponte Preta,Vasco da Gama,1.0,2.0
2006,2,Santos,Atlético-PR,2.0,0.0
2006,3,Botafogo,Atlético-PR,0.0,4.0
2006,3,Figueirense FC,Cruzeiro,0.0,2.0
2006,3,Fortaleza,São Caetano,2.0,1.0
2006,3,Internacional,Flamengo,1.0,0.0
2006,3,Juventude,Goiás,1.0,1.0
2006,3,Palmeiras,Santos,1.0,2.0
2006,3,Paraná,Grêmio,5.0,2.0
2006,3,Ponte Preta,Corinthians,3.0,2.0
2006,3,São Paulo,Santa Cruz,4.0,0.0
2006,3,Vasco da Gama,Fluminense,1.0,1.0
2006,4,Atlético-PR,Internacional,1.0,2.0
2006,4,Corinthians,São Paulo,1.0,3.0
2006,4,Cruzeiro,Juventude,2.0,0.0
2006,4,Flamengo,Botafogo,1.0,0.0
2006,4,Fluminense,Paraná,2.0,1.0
2006,4,Goiás,Figueirense FC,2.0,1.0
2006,4,Grêmio,Vasco da Gama,1.0,2.0
2006,4,Santa Cruz,Ponte Preta,1.0,1.0
2006,4,Santos,Fortaleza,2.0,0.0
2006,4,São Caetano,Palmeiras,2.0,0.0
2006,5,Botafogo,Grêmio,2.0,2.0
2006,5,Figueirense FC,Fluminense,1.0,0.0
2006,5,Flamengo,Fortaleza,0.0,0.0
2006,5,Goiás,Vasco da Gama,2.0,0.0
2006,5,Internacional,São Paulo,3.0,1.0
2006,5,Palmeiras,Cruzeiro,1.0,1.0
2006,5,Paraná,Corinthians,1.0,2.0
2006,5,Santa Cruz,Atlético-PR,1.0,2.0
2006,5,Santos,Ponte Preta,3.0,1.0
2006,5,São Caetano,Juventude,0.0,2.0
2006,6,Atlético-PR,Goiás,2.0,3.0
2006,6,Cruzeiro,Flamengo,2.0,1.0
2006,6,Fluminense,Santos,1.0,0.0
2006,6,Fortaleza,Paraná,1.0,1.0
2006,6,Internacional,Figueirense FC,2.0,4.0
2006,6,Juventude,Botafogo,1.0,0.0
2006,6,Palmeiras,Santa Cruz,2.0,1.0
2006,6,Ponte Preta,Grêmio,1.0,1.0
2006,6,São Paulo,São Caetano,1.0,0.0
2006,6,Vasco da Gama,Corinthians,2.0,4.0
2006,7,Botafogo,Vasco da Gama,4.0,1.0
2006,7,Corinthians,Internacional,0.0,1.0
2006,7,Cruzeiro,Ponte Preta,5.0,1.0
2006,7,Flamengo,Santos,2.0,2.0
2006,7,Fortaleza,Fluminense,2.0,5.0
2006,7,Grêmio,Goiás,2.0,0.0
2006,7,Juventude,Santa Cruz,4.0,1.0
2006,7,Paraná,Figueirense FC,0.0,0.0
2006,7,São Caetano,Atlético-PR,2.0,1.0
2006,7,São Paulo,Palmeiras,4.0,1.0
2006,8,Atlético-PR,Juventude,1.0,0.0
2006,8,Figueirense FC,Fortaleza,0.0,0.0
2006,8,Fluminense,Flamengo,1.0,0.0
2006,8,Goiás,São Caetano,2.0,1.0
2006,8,Internacional,Cruzeiro,1.0,1.0
2006,8,Palmeiras,Grêmio,0.0,1.0
2006,8,Ponte Preta,Paraná,2.0,5.0
2006,8,Santa Cruz,Botafogo,1.0,1.0
2006,8,Santos,Corinthians,2.0,0.0
2006,8,Vasco da Gama,São Paulo,1.0,1.0
2006,9,Botafogo,Figueirense FC,2.0,3.0
2006,9,Corinthians,Goiás,0.0,1.0
2006,9,Cruzeiro,Atlético-PR,1.0,1.0
2006,9,Flamengo,Palmeiras,2.0,1.0
2006,9,Fortaleza,Vasco da Gama,1.0,1.0
2006,9,Grêmio,Santos,1.0,0.0
2006,9,Juventude,Ponte Preta,0.0,1.0
2006,9,Paraná,Santa Cruz,3.0,0.0
2006,9,São Caetano,Internacional,1.0,1.0
2006,9,São Paulo,Fluminense,1.0,0.0
2006,10,Atlético-PR,Palmeiras,2.0,0.0
2006,10,Corinthians,Flamengo,0.0,2.0
2006,10,Fluminense,Internacional,2.0,3.0
2006,10,Fortaleza,Cruzeiro,0.0,2.0
2006,10,Goiás,Paraná,1.0,2.0
2006,10,Grêmio,São Caetano,1.0,1.0
2006,10,Juventude,São Paulo,1.0,1.0
2006,10,Ponte Preta,Figueirense FC,3.0,0.0
2006,10,Santos,Botafogo,0.0,0.0
2006,10,Vasco da Gama,Santa Cruz,2.0,1.0
2006,11,Atlético-PR,Fortaleza,0.0,0.0
2006,11,Cruzeiro,Corinthians,2.0,0.0
2006,11,Figueirense FC,Santos,2.0,1.0
2006,11,Flamengo,Paraná,1.0,4.0
2006,11,Fluminense,Juventude,3.0,2.0
2006,11,Internacional,Ponte Preta,2.0,0.0
2006,11,Palmeiras,Vasco da Gama,4.0,2.0
2006,11,Santa Cruz,Goiás,2.0,1.0
2006,11,São Caetano,Botafogo,1.0,1.0
2006,11,São Paulo,Grêmio,2.0,1.0
2006,12,Botafogo,Ponte Preta,4.0,1.0
2006,12,Cruzeiro,Goiás,0.0,0.0
2006,12,Flamengo,Vasco da Gama,0.0,1.0
2006,12,Fortaleza,Santa Cruz,1.0,4.0
2006,12,Grêmio,Fluminense,4.0,4.0
2006,12,Juventude,Internacional,2.0,0.0
2006,12,Palmeiras,Corinthians,1.0,0.0
2006,12,Paraná,Atlético-PR,2.0,1.0
2006,12,São Caetano,Santos,2.0,0.0
2006,12,São Paulo,Figueirense FC,2.0,1.0
2006,13,Corinthians,Fortaleza,2.0,2.0
2006,13,Figueirense FC,Grêmio,2.0,0.0
2006,13,Fluminense,São Caetano,2.0,2.0
2006,13,Goiás,Palmeiras,1.0,3.0
2006,13,Internacional,Botafogo,0.0,0.0
2006,13,Paraná,Cruzeiro,1.0,0.0
2006,13,Ponte Preta,São Paulo,1.0,3.0
2006,13,Santa Cruz,Flamengo,3.0,0.0
2006,13,Santos,Juventude,3.0,2.0
2006,13,Vasco da Gama,Atlético-PR,2.0,1.0
2006,14,Atlético-PR,Flamengo,1.0,0.0
2006,14,Fluminense,Botafogo,1.0,1.0
2006,14,Goiás,Fortaleza,1.0,1.0
2006,14,Internacional,Grêmio,0.0,0.0
2006,14,Juventude,Figueirense FC,1.0,0.0
2006,14,Palmeiras,Paraná,4.0,2.0
2006,14,Santa Cruz,Corinthians,1.0,0.0
2006,14,São Caetano,Ponte Preta,1.0,1.0
2006,14,São Paulo,Santos,0.0,4.0
2006,14,Vasco da Gama,Cruzeiro,1.0,0.0
2006,15,Botafogo,São Paulo,1.0,1.0
2006,15,Corinthians,Atlético-PR,2.0,1.0
2006,15,Cruzeiro,Santa Cruz,3.0,3.0
2006,15,Figueirense FC,São Caetano,1.0,1.0
2006,15,Flamengo,Goiás,1.0,0.0
2006,15,Fortaleza,Palmeiras,0.0,0.0
2006,15,Grêmio,Juventude,1.0,0.0
2006,15,Paraná,Vasco da Gama,2.0,1.0
2006,15,Ponte Preta,Fluminense,3.0,0.0
2006,15,Santos,Internacional,2.0,1.0
2006,16,Botafogo,Palmeiras,1.0,3.0
2006,16,Corinthians,Figueirense FC,1.0,3.0
2006,16,Cruzeiro,Fluminense,2.0,3.0
2006,16,Flamengo,Ponte Preta,0.0,0.0
2006,16,Fortaleza,Internacional,1.0,2.0
2006,16,Grêmio,Atlético-PR,2.0,0.0
2006,16,Juventude,Vasco da Gama,0.0,0.0
2006,16,Paraná,Santos,1.0,1.0
2006,16,São Caetano,Santa Cruz,2.0,1.0
2006,16,São Paulo,Goiás,2.0,1.0
2006,17,Atlético-PR,São Paulo,0.0,0.0
2006,17,Figueirense FC,Flamengo,1.0,1.0
2006,17,Fluminense,Corinthians,1.0,2.0
2006,17,Goiás,Botafogo,2.0,2.0
2006,17,Internacional,Paraná,3.0,2.0
2006,17,Palmeiras,Juventude,1.0,1.0
2006,17,Ponte Preta,Fortaleza,1.0,3.0
2006,17,Santa Cruz,Grêmio,2.0,4.0
2006,17,Santos,Cruzeiro,2.0,0.0
2006,17,Vasco da Gama,São Caetano,1.0,2.0
2006,18,Corinthians,Botafogo,1.0,0.0
2006,18,Cruzeiro,São Paulo,2.0,2.0
2006,18,Figueirense FC,Atlético-PR,3.0,3.0
2006,18,Flamengo,Grêmio,1.0,0.0
2006,18,Fluminense,Santa Cruz,1.0,1.0
2006,18,Fortaleza,Juventude,4.0,1.0
2006,18,Internacional,Palmeiras,1.0,1.0
2006,18,Paraná,São Caetano,1.0,0.0
2006,18,Ponte Preta,Goiás,3.0,2.0
2006,18,Santos,Vasco da Gama,0.0,2.0
2006,19,Atlético-PR,Ponte Preta,3.0,0.0
2006,19,Botafogo,Cruzeiro,1.0,0.0
2006,19,Goiás,Internacional,2.0,2.0
2006,19,Grêmio,Fortaleza,4.0,1.0
2006,19,Juventude,Corinthians,0.0,0.0
2006,19,Palmeiras,Fluminense,3.0,0.0
2006,19,Santa Cruz,Santos,1.0,1.0
2006,19,São Caetano,Flamengo,2.0,2.0
2006,19,São Paulo,Paraná,3.0,2.0
2006,19,Vasco da Gama,Figueirense FC,3.0,1.0
2006,20,Corinthians,Grêmio,0.0,2.0
2006,20,Cruzeiro,São Caetano,3.0,0.0
2006,20,Figueirense FC,Santa Cruz,2.0,0.0
2006,20,Flamengo,São Paulo,1.0,1.0
2006,20,Fluminense,Atlético-PR,1.0,2.0
2006,20,Fortaleza,Botafogo,2.0,3.0
2006,20,Internacional,Vasco da Gama,1.0,2.0
2006,20,Paraná,Juventude,0.0,1.0
2006,20,Ponte Preta,Palmeiras,1.0,1.0
2006,20,Santos,Goiás,2.0,1.0
2006,21,Atlético-PR,Santos,2.0,1.0
2006,21,Botafogo,Paraná,4.0,0.0
2006,21,Goiás,Fluminense,3.0,1.0
2006,21,Grêmio,Cruzeiro,2.0,1.0
2006,21,Juventude,Flamengo,1.0,0.0
2006,21,Palmeiras,Figueirense FC,1.0,1.0
2006,21,Santa Cruz,Internacional,0.0,2.0
2006,21,São Caetano,Corinthians,0.0,1.0
2006,21,São Paulo,Fortaleza,1.0,1.0
2006,21,Vasco da Gama,Ponte Preta,2.0,2.0
2006,22,Atlético-PR,Botafogo,0.0,5.0
2006,22,Corinthians,Ponte Preta,1.0,0.0
2006,22,Cruzeiro,Figueirense FC,2.0,2.0
2006,22,Flamengo,Internacional,1.0,2.0
2006,22,Fluminense,Vasco da Gama,1.0,1.0
2006,22,Goiás,Juventude,2.0,0.0
2006,22,Grêmio,Paraná,2.0,1.0
2006,22,Santa Cruz,São Paulo,1.0,3.0
2006,22,Santos,Palmeiras,5.0,1.0
2006,22,São Caetano,Fortaleza,0.0,0.0
2006,23,Botafogo,Flamengo,0.0,2.0
2006,23,Figueirense FC,Goiás,2.0,2.0
2006,23,Fortaleza,Santos,1.0,1.0
2006,23,Internacional,Atlético-PR,2.0,0.0
2006,23,Juventude,Cruzeiro,2.0,0.0
2006,23,Palmeiras,São Caetano,3.0,1.0
2006,23,Paraná,Fluminense,1.0,0.0
2006,23,Ponte Preta,Santa Cruz,2.0,0.0
2006,23,São Paulo,Corinthians,0.0,0.0
2006,23,Vasco da Gama,Grêmio,1.0,1.0
2006,24,Atlético-PR,Santa Cruz,2.0,1.0
2006,24,Corinthians,Paraná,1.0,0.0
2006,24,Cruzeiro,Palmeiras,1.0,0.0
2006,24,Fluminense,Figueirense FC,2.0,0.0
2006,24,Fortaleza,Flamengo,3.0,4.0
2006,24,Grêmio,Botafogo,4.0,0.0
2006,24,Juventude,São Caetano,1.0,0.0
2006,24,Ponte Preta,Santos,1.0,0.0
2006,24,São Paulo,Internacional,2.0,0.0
2006,24,Vasco da Gama,Goiás,0.0,0.0
2006,25,Botafogo,Juventude,2.0,1.0
2006,25,Corinthians,Vasco da Gama,1.0,1.0
2006,25,Figueirense FC,Internacional,1.0,0.0
2006,25,Flamengo,Cruzeiro,1.0,0.0
2006,25,Goiás,Atlético-PR,2.0,2.0
2006,25,Grêmio,Ponte Preta,4.0,0.0
2006,25,Paraná,Fortaleza,2.0,0.0
2006,25,Santa Cruz,Palmeiras,3.0,2.0
2006,25,Santos,Fluminense,1.0,1.0
2006,25,São Caetano,São Paulo,0.0,1.0
2006,26,Atlético-PR,São Caetano,3.0,1.0
2006,26,Figueirense FC,Paraná,0.0,1.0
2006,26,Fluminense,Fortaleza,1.0,3.0
2006,26,Goiás,Grêmio,4.0,0.0
2006,26,Internacional,Corinthians,1.0,1.0
2006,26,Palmeiras,São Paulo,3.0,1.0
2006,26,Ponte Preta,Cruzeiro,0.0,1.0
2006,26,Santa Cruz,Juventude,1.0,0.0
2006,26,Santos,Flamengo,3.0,0.0
2006,26,Vasco da Gama,Botafogo,0.0,0.0
2006,27,Botafogo,Santa Cruz,3.0,0.0
2006,27,Corinthians,Santos,0.0,3.0
2006,27,Cruzeiro,Internacional,2.0,1.0
2006,27,Flamengo,Fluminense,4.0,1.0
2006,27,Fortaleza,Figueirense FC,1.0,1.0
2006,27,Grêmio,Palmeiras,2.0,1.0
2006,27,Juventude,Atlético-PR,3.0,2.0
2006,27,Paraná,Ponte Preta,2.0,1.0
2006,27,São Caetano,Goiás,1.0,2.0
2006,27,São Paulo,Vasco da Gama,5.0,1.0
2006,28,Atlético-PR,Cruzeiro,1.0,1.0
2006,28,Figueirense FC,Botafogo,1.0,0.0
2006,28,Fluminense,São Paulo,1.0,2.0
2006,28,Goiás,Corinthians,3.0,1.0
2006,28,Internacional,São Caetano,1.0,0.0
2006,28,Palmeiras,Flamengo,3.0,1.0
2006,28,Ponte Preta,Juventude,3.0,1.0
2006,28,Santa Cruz,Paraná,1.0,3.0
2006,28,Santos,Grêmio,1.0,0.0
2006,28,Vasco da Gama,Fortaleza,2.0,0.0
2006,29,Botafogo,Santos,4.0,3.0
2006,29,Cruzeiro,Fortaleza,0.0,0.0
2006,29,Figueirense FC,Ponte Preta,2.0,1.0
2006,29,Flamengo,Corinthians,3.0,0.0
2006,29,Internacional,Fluminense,2.0,0.0
2006,29,Palmeiras,Atlético-PR,2.0,2.0
2006,29,Paraná,Goiás,1.0,0.0
2006,29,Santa Cruz,Vasco da Gama,0.0,4.0
2006,29,São Caetano,Grêmio,0.0,2.0
2006,29,São Paulo,Juventude,5.0,0.0
2006,30,Botafogo,São Caetano,2.0,1.0
2006,30,Corinthians,Cruzeiro,1.0,0.0
2006,30,Fortaleza,Atlético-PR,3.0,4.0
2006,30,Goiás,Santa Cruz,5.0,3.0
2006,30,Grêmio,São Paulo,1.0,1.0
2006,30,Juventude,Fluminense,1.0,1.0
2006,30,Paraná,Flamengo,0.0,2.0
2006,30,Ponte Preta,Internacional,0.0,2.0
2006,30,Santos,Figueirense FC,2.0,1.0
2006,30,Vasco da Gama,Palmeiras,3.0,0.0
2006,31,Atlético-PR,Paraná,4.0,0.0
2006,31,Corinthians,Palmeiras,0.0,1.0
2006,31,Figueirense FC,São Paulo,0.0,2.0
2006,31,Fluminense,Grêmio,1.0,2.0
2006,31,Goiás,Cruzeiro,2.0,3.0
2006,31,Internacional,Juventude,1.0,0.0
2006,31,Ponte Preta,Botafogo,1.0,2.0
2006,31,Santa Cruz,Fortaleza,0.0,1.0
2006,31,Santos,São Caetano,1.0,0.0
2006,31,Vasco da Gama,Flamengo,3.0,1.0
2006,32,Atlético-PR,Vasco da Gama,6.0,4.0
2006,32,Botafogo,Internacional,0.0,1.0
2006,32,Cruzeiro,Paraná,2.0,2.0
2006,32,Flamengo,Santa Cruz,1.0,1.0
2006,32,Fortaleza,Corinthians,0.0,4.0
2006,32,Grêmio,Figueirense FC,1.0,2.0
2006,32,Juventude,Santos,3.0,2.0
2006,32,Palmeiras,Goiás,1.0,3.0
2006,32,São Caetano,Fluminense,1.0,1.0
2006,32,São Paulo,Ponte Preta,1.0,1.0
2006,33,Botafogo,Fluminense,2.0,1.0
2006,33,Corinthians,Santa Cruz,1.0,0.0
2006,33,Cruzeiro,Vasco da Gama,2.0,1.0
2006,33,Figueirense FC,Juventude,1.0,0.0
2006,33,Flamengo,Atlético-PR,1.0,0.0
2006,33,Fortaleza,Goiás,0.0,3.0
2006,33,Grêmio,Internacional,0.0,1.0
2006,33,Paraná,Palmeiras,4.0,2.0
2006,33,Ponte Preta,São Caetano,1.0,2.0
2006,33,Santos,São Paulo,0.0,1.0
2006,34,Atlético-PR,Corinthians,1.0,2.0
2006,34,Fluminense,Ponte Preta,0.0,0.0
2006,34,Goiás,Flamengo,0.0,1.0
2006,34,Internacional,Santos,0.0,0.0
2006,34,Juventude,Grêmio,1.0,2.0
2006,34,Palmeiras,Fortaleza,3.0,0.0
2006,34,Santa Cruz,Cruzeiro,4.0,1.0
2006,34,São Caetano,Figueirense FC,3.0,1.0
2006,34,São Paulo,Botafogo,3.0,0.0
2006,34,Vasco da Gama,Paraná,3.0,1.0
2006,35,Atlético-PR,Grêmio,2.0,3.0
2006,35,Figueirense FC,Corinthians,0.0,0.0
2006,35,Fluminense,Cruzeiro,1.0,0.0
2006,35,Goiás,São Paulo,0.0,2.0
2006,35,Internacional,Fortaleza,3.0,0.0
2006,35,Palmeiras,Botafogo,2.0,1.0
2006,35,Ponte Preta,Flamengo,3.0,0.0
2006,35,Santa Cruz,São Caetano,0.0,3.0
2006,35,Santos,Paraná,1.0,0.0
2006,35,Vasco da Gama,Juventude,1.0,1.0
2006,36,Botafogo,Goiás,2.0,2.0
2006,36,Corinthians,Fluminense,1.0,1.0
2006,36,Cruzeiro,Santos,1.0,1.0
2006,36,Flamengo,Figueirense FC,0.0,2.0
2006,36,Fortaleza,Ponte Preta,1.0,0.0
2006,36,Grêmio,Santa Cruz,3.0,1.0
2006,36,Juventude,Palmeiras,3.0,2.0
2006,36,Paraná,Internacional,1.0,0.0
2006,36,São Caetano,Vasco da Gama,0.0,1.0
2006,36,São Paulo,Atlético-PR,1.0,1.0
2006,37,Atlético-PR,Figueirense FC,1.0,4.0
2006,37,Botafogo,Corinthians,0.0,0.0
2006,37,Goiás,Ponte Preta,3.0,0.0
2006,37,Grêmio,Flamengo,3.0,0.0
2006,37,Juventude,Fortaleza,2.0,2.0
2006,37,Palmeiras,Internacional,1.0,4.0
2006,37,Santa Cruz,Fluminense,1.0,2.0
2006,37,São Caetano,Paraná,0.0,2.0
2006,37,São Paulo,Cruzeiro,2.0,0.0
2006,37,Vasco da Gama,Santos,1.0,1.0
2006,38,Corinthians,Juventude,5.0,3.0
2006,38,Cruzeiro,Botafogo,3.0,1.0
2006,38,Figueirense FC,Vasco da Gama,0.0,0.0
2006,38,Flamengo,São Caetano,4.0,1.0
2006,38,Fluminense,Palmeiras,1.0,1.0
2006,38,Fortaleza,Grêmio,1.0,0.0
2006,38,Internacional,Goiás,1.0,4.0
2006,38,Paraná,São Paulo,0.0,0.0
2006,38,Ponte Preta,Atlético-PR,1.0,1.0
2006,38,Santos,Santa Cruz,3.0,1.0
2007,1,América-RN,Vasco da Gama,0.0,1.0
2007,1,Atlético-MG,Náutico,2.0,1.0
2007,1,Corinthians,Juventude,1.0,0.0
2007,1,Figueirense FC,Atlético-PR,3.0,6.0
2007,1,Flamengo,Palmeiras,2.0,4.0
2007,1,Fluminense,Cruzeiro,2.0,2.0
2007,1,Internacional,Botafogo,2.0,3.0
2007,1,Paraná,Grêmio,3.0,0.0
2007,1,Sport Recife,Santos,4.0,1.0
2007,1,São Paulo,Goiás,2.0,0.0
2007,2,Atlético-PR,Internacional,2.0,1.0
2007,2,Botafogo,Atlético-MG,2.0,1.0
2007,2,Cruzeiro,Corinthians,0.0,3.0
2007,2,Goiás,Flamengo,1.0,3.0
2007,2,Grêmio,Fluminense,2.0,0.0
2007,2,Juventude,Paraná,1.0,2.0
2007,2,Náutico,São Paulo,1.0,0.0
2007,2,Palmeiras,Figueirense FC,2.0,1.0
2007,2,Santos,América-RN,2.0,3.0
2007,2,Vasco da Gama,Sport Recife,3.0,1.0
2007,3,América-RN,Figueirense FC,0.0,1.0
2007,3,Atlético-PR,Santos,0.0,1.0
2007,3,Corinthians,Atlético-MG,0.0,0.0
2007,3,Cruzeiro,Paraná,3.0,4.0
2007,3,Flamengo,Botafogo,2.0,2.0
2007,3,Fluminense,Internacional,3.0,0.0
2007,3,Goiás,Juventude,3.0,1.0
2007,3,Grêmio,Sport Recife,1.0,0.0
2007,3,Náutico,Vasco da Gama,2.0,2.0
2007,3,São Paulo,Palmeiras,0.0,0.0
2007,4,Atlético-MG,Atlético-PR,1.0,1.0
2007,4,Botafogo,Grêmio,3.0,0.0
2007,4,Figueirense FC,Goiás,2.0,1.0
2007,4,Internacional,Náutico,2.0,0.0
2007,4,Juventude,América-RN,3.0,0.0
2007,4,Palmeiras,Cruzeiro,1.0,3.0
2007,4,Paraná,São Paulo,0.0,1.0
2007,4,Santos,Corinthians,1.0,1.0
2007,4,Sport Recife,Flamengo,2.0,2.0
2007,4,Vasco da Gama,Fluminense,1.0,1.0
2007,5,América-RN,Corinthians,1.0,2.0
2007,5,Atlético-PR,Goiás,0.0,3.0
2007,5,Cruzeiro,Juventude,2.0,3.0
2007,5,Figueirense FC,Flamengo,4.0,0.0
2007,5,Fluminense,Sport Recife,3.0,0.0
2007,5,Internacional,Santos,1.0,0.0
2007,5,Náutico,Paraná,4.0,4.0
2007,5,Palmeiras,Botafogo,1.0,1.0
2007,5,São Paulo,Atlético-MG,0.0,1.0
2007,5,Vasco da Gama,Grêmio,4.0,0.0
2007,6,Atlético-MG,Figueirense FC,4.0,1.0
2007,6,Atlético-PR,Fluminense,1.0,1.0
2007,6,Botafogo,Náutico,3.0,1.0
2007,6,Corinthians,Paraná,0.0,0.0
2007,6,Flamengo,Internacional,2.0,2.0
2007,6,Goiás,Palmeiras,3.0,1.0
2007,6,Grêmio,Cruzeiro,0.0,2.0
2007,6,Juventude,Santos,0.0,2.0
2007,6,Sport Recife,América-RN,2.0,2.0
2007,6,São Paulo,Vasco da Gama,2.0,0.0
2007,7,América-RN,Fluminense,0.0,1.0
2007,7,Botafogo,Corinthians,2.0,3.0
2007,7,Cruzeiro,Atlético-MG,4.0,2.0
2007,7,Internacional,Grêmio,0.0,2.0
2007,7,Juventude,Figueirense FC,1.0,1.0
2007,7,Náutico,Goiás,0.0,2.0
2007,7,Palmeiras,Atlético-PR,0.0,2.0
2007,7,Paraná,Sport Recife,1.0,0.0
2007,7,Santos,São Paulo,0.0,2.0
2007,7,Vasco da Gama,Flamengo,1.0,2.0
2007,8,América-RN,Goiás,0.0,3.0
2007,8,Corinthians,Palmeiras,0.0,1.0
2007,8,Cruzeiro,Vasco da Gama,3.0,1.0
2007,8,Figueirense FC,São Paulo,0.0,0.0
2007,8,Flamengo,Juventude,4.0,0.0
2007,8,Fluminense,Botafogo,1.0,2.0
2007,8,Internacional,Atlético-MG,1.0,1.0
2007,8,Paraná,Atlético-PR,2.0,2.0
2007,8,Santos,Grêmio,0.0,0.0
2007,8,Sport Recife,Náutico,4.0,1.0
2007,9,Atlético-MG,Flamengo,1.0,1.0
2007,9,Atlético-PR,Náutico,1.0,1.0
2007,9,Figueirense FC,Cruzeiro,2.0,1.0
2007,9,Fluminense,Paraná,0.0,0.0
2007,9,Goiás,Botafogo,1.0,1.0
2007,9,Grêmio,Juventude,3.0,1.0
2007,9,Palmeiras,América-RN,2.0,0.0
2007,9,Sport Recife,Corinthians,2.0,1.0
2007,9,São Paulo,Internacional,1.0,0.0
2007,9,Vasco da Gama,Santos,4.0,0.0
2007,10,Atlético-MG,Grêmio,0.0,1.0
2007,10,Botafogo,Atlético-PR,2.0,0.0
2007,10,Corinthians,Fluminense,1.0,1.0
2007,10,Goiás,Sport Recife,3.0,2.0
2007,10,Internacional,Figueirense FC,2.0,1.0
2007,10,Juventude,Vasco da Gama,2.0,0.0
2007,10,Náutico,Palmeiras,0.0,1.0
2007,10,Paraná,América-RN,0.0,1.0
2007,10,Santos,Cruzeiro,4.0,1.0
2007,10,São Paulo,Flamengo,0.0,0.0
2007,11,América-RN,Internacional,1.0,2.0
2007,11,Corinthians,São Paulo,1.0,1.0
2007,11,Cruzeiro,Goiás,2.0,1.0
2007,11,Fluminense,Flamengo,0.0,1.0
2007,11,Grêmio,Palmeiras,1.0,1.0
2007,11,Juventude,Náutico,1.0,1.0
2007,11,Paraná,Figueirense FC,1.0,2.0
2007,11,Santos,Botafogo,3.0,0.0
2007,11,Sport Recife,Atlético-MG,2.0,0.0
2007,11,Vasco da Gama,Atlético-PR,1.0,0.0
2007,12,Atlético-MG,América-RN,4.0,1.0
2007,12,Atlético-PR,Juventude,4.0,0.0
2007,12,Botafogo,Vasco da Gama,4.0,0.0
2007,12,Figueirense FC,Sport Recife,0.0,1.0
2007,12,Flamengo,Paraná,1.0,2.0
2007,12,Goiás,Grêmio,0.0,0.0
2007,12,Internacional,Corinthians,3.0,0.0
2007,12,Náutico,Cruzeiro,1.0,4.0
2007,12,Palmeiras,Santos,2.0,2.0
2007,12,São Paulo,Fluminense,0.0,1.0
2007,13,América-RN,Atlético-PR,2.0,1.0
2007,13,Corinthians,Náutico,0.0,3.0
2007,13,Cruzeiro,São Paulo,1.0,2.0
2007,13,Fluminense,Goiás,3.0,0.0
2007,13,Grêmio,Flamengo,1.0,0.0
2007,13,Juventude,Internacional,2.0,0.0
2007,13,Paraná,Palmeiras,1.0,0.0
2007,13,Santos,Figueirense FC,3.0,1.0
2007,13,Sport Recife,Botafogo,3.0,3.0
2007,13,Vasco da Gama,Atlético-MG,4.0,0.0
2007,14,Atlético-MG,Fluminense,3.0,0.0
2007,14,Atlético-PR,Cruzeiro,2.0,2.0
2007,14,Botafogo,Juventude,3.0,1.0
2007,14,Figueirense FC,Corinthians,2.0,2.0
2007,14,Flamengo,América-RN,3.0,1.0
2007,14,Goiás,Santos,1.0,0.0
2007,14,Internacional,Paraná,1.0,0.0
2007,14,Náutico,Grêmio,0.0,2.0
2007,14,Palmeiras,Vasco da Gama,3.0,2.0
2007,14,São Paulo,Sport Recife,3.0,1.0
2007,15,América-RN,São Paulo,0.0,1.0
2007,15,Corinthians,Flamengo,2.0,2.0
2007,15,Cruzeiro,Botafogo,3.0,2.0
2007,15,Fluminense,Figueirense FC,1.0,1.0
2007,15,Grêmio,Atlético-PR,1.0,1.0
2007,15,Juventude,Palmeiras,1.0,1.0
2007,15,Paraná,Atlético-MG,1.0,3.0
2007,15,Santos,Náutico,1.0,2.0
2007,15,Sport Recife,Internacional,1.0,5.0
2007,15,Vasco da Gama,Goiás,4.0,1.0
2007,16,Atlético-MG,Santos,1.0,2.0
2007,16,Atlético-PR,Corinthians,2.0,2.0
2007,16,Botafogo,América-RN,4.0,2.0
2007,16,Figueirense FC,Grêmio,1.0,0.0
2007,16,Flamengo,Cruzeiro,3.0,1.0
2007,16,Goiás,Paraná,2.0,0.0
2007,16,Internacional,Vasco da Gama,0.0,2.0
2007,16,Náutico,Fluminense,0.0,0.0
2007,16,Palmeiras,Sport Recife,1.0,2.0
2007,16,São Paulo,Juventude,3.0,1.0
2007,17,América-RN,Náutico,1.0,5.0
